ColumnName,Category,CategoryName
aptc,appointment,Appointment
aptn,appointment,Appointment
aptcs,appointment,Appointment
apd,appointment,Appointment
apdu,appointment,Appointment
apldt,appointment,Appointment
apltm,appointment,Appointment
pcid,appointment,Appointment
pcfn,appointment,Appointment
apcmn,appointment,Appointment
apclm,appointment,Appointment
afid,appointment,Appointment
affn,appointment,Appointment
afmn,appointment,Appointment
afln,appointment,Appointment
aeid,appointment,Appointment
aefn,appointment,Appointment
aemn,appointment,Appointment
aeln,appointment,Appointment
ppcapid,appointment,Appointment
pfapid,appointment,Appointment
apsc,appointment,Appointment
abkdt,appointment,Appointment
alrtp,appointment,Appointment
apfdt,appointment,Appointment
apftm,appointment,Appointment
empi,demographic,Appointment
tel2,demographic,Appointment
tel3,demographic,Appointment
tel4,demographic,Appointment
ssa1,demographic,Appointment
ssa2,demographic,Appointment
sci,demographic,Appointment
sct,demographic,Appointment
sctn,demographic,Appointment
sst,demographic,Appointment
sstn,demographic,Appointment
scy,demographic,Appointment
sz,demographic,Appointment
race,demographic,Appointment
fn,demographic,Appointment
mn,demographic,Appointment
ln,demographic,Appointment
orec,demographic,Appointment
byind,demographic,Appointment
pl,demographic,Appointment
bfmdst,demographic,Appointment
bfsdcd,demographic,Appointment
hpstdt,demographic,Appointment
hpenddt,demographic,Appointment
rel,demographic,Appointment
mbi,demographic,Appointment
dob,demographic,Appointment
gn,demographic,Appointment
dod,demographic,Appointment
id,demographic,Appointment
idt,demographic,Appointment
ssn4,demographic,Appointment
ssn,demographic,Appointment
eml1,demographic,Appointment
cell1,demographic,Appointment
tel1,demographic,Appointment
psa1,demographic,Appointment
psa2,demographic,Appointment
pci,demographic,Appointment
pct,demographic,Appointment
pctn,demographic,Appointment
pst,demographic,Appointment
pstn,demographic,Appointment
pcy,demographic,Appointment
pz,demographic,Appointment
ethn,demographic,Appointment
df,demographic,Appointment
ms,demographic,Appointment
sid,demographic,Appointment
pstp,demographic,Appointment
racen,demographic,Appointment
ethnm,demographic,Appointment
msn,demographic,Appointment
pcpn,demographic,Appointment
pcpslid,demographic,Appointment
pcpsln,demographic,Appointment
pcpfdt,demographic,Appointment
pcpldt,demographic,Appointment
pcpidt,demographic,Appointment
pcpslidt,demographic,Appointment
pcpid,demographic,Appointment
pthcno,demographic,Appointment
bedpa,demographic,Appointment
bedpb,demographic,Appointment
eid,encounter,Appointment
efdt,encounter,Appointment
er,encounter,Appointment
es,encounter,Appointment
drdn,encounter,Appointment
stn,encounter,Appointment
sln,encounter,Appointment
vif,encounter,Appointment
et,encounter,Appointment
atc,encounter,Appointment
raid,encounter,Appointment
adsc,encounter,Appointment
eldt,encounter,Appointment
drdc,encounter,Appointment
drtl,encounter,Appointment
fc,encounter,Appointment
stc,encounter,Appointment
slc,encounter,Appointment
adt,encounter,Appointment
drdt,encounter,Appointment
adsrn,encounter,Appointment
ptt,encounter,Appointment
inpid,insurance,Appointment
incid,insurance,Appointment
inpn,insurance,Appointment
inptp,insurance,Appointment
incn,insurance,Appointment
ingno,insurance,Appointment
inorgn,insurance,Appointment
inpt,insurance,Appointment
infn,insurance,Appointment
inln,insurance,Appointment
inmn,insurance,Appointment
inpr,insurance,Appointment
indob,insurance,Appointment
inprsq,insurance,Appointment
ptsid,insurance,Appointment
ptsrn,insurance,Appointment
inpcs,insurance,Appointment
ingerid,insurance,Appointment
ingen,insurance,Appointment
inpfdt,insurance,Appointment
inpldt,insurance,Appointment
prs,insurance,Appointment
prt,insurance,Appointment
ptsgn,insurance,Appointment
cms,notesandcomments,Appointment
cmd,notesandcomments,Appointment
cmt,notesandcomments,Appointment
pbn,problem,Appointment
pbfdt,problem,Appointment
pbrdt,problem,Appointment
pbldt,problem,Appointment
pbc,problem,Appointment
pbcs,problem,Appointment
pbst,problem,Appointment
pbtp,problem,Appointment
pbtpc,problem,Appointment
acoid,provider,Appointment
acon,provider,Appointment
adpid,provider,Appointment
adpidt,provider,Appointment
adpn,provider,Appointment
adpnpi,provider,Appointment
adps,provider,Appointment
adpsc,provider,Appointment
atpid,provider,Appointment
atpidt,provider,Appointment
atpn,provider,Appointment
atpnpi,provider,Appointment
atps,provider,Appointment
atpsc,provider,Appointment
cpid,provider,Appointment
cpidt,provider,Appointment
cpn,provider,Appointment
cpnpi,provider,Appointment
cps,provider,Appointment
cpsc,provider,Appointment
ftccn,provider,Appointment
ftci,provider,Appointment
ftid,provider,Appointment
ftidt,provider,Appointment
ftn,provider,Appointment
ftnpi,provider,Appointment
ftsa1,provider,Appointment
ftsa2,provider,Appointment
ftsp,provider,Appointment
ftspcd,provider,Appointment
ftst,provider,Appointment
ftstn,provider,Appointment
ftz,provider,Appointment
opid,provider,Appointment
opidt,provider,Appointment
opn,provider,Appointment
opnpi,provider,Appointment
opsc,provider,Appointment
opsn,provider,Appointment
orgid,provider,Appointment
orgn,provider,Appointment
orgrid,provider,Appointment
orgrn,provider,Appointment
orgtin,provider,Appointment
otpid,provider,Appointment
otpidt,provider,Appointment
otpn,provider,Appointment
otpnpi,provider,Appointment
otps,provider,Appointment
otpsc,provider,Appointment
rpid,provider,Appointment
rpidt,provider,Appointment
rpn,provider,Appointment
rpnpi,provider,Appointment
rps,provider,Appointment
rpsc,provider,Appointment
spidt,provider,Appointment
spn,provider,Appointment
spid,provider,Appointment
sps,provider,Appointment
spsc,provider,Appointment
spnpi,provider,Appointment
prvid,provider,Appointment
st,source,Appointment
sstp,source,Appointment
rcdt,source,Appointment
meunm,source,Appointment
metmstp,source,Appointment
medt,source,Appointment
mefn,source,Appointment
meln,source,Appointment
meuid,source,Appointment
menote,source,Appointment
ingdt,source,Appointment
pipid,source,Appointment
sfn,source,Appointment
vdnm,source,Appointment
vdml,source,Appointment
cltp,source,Appointment
emrtp,source,Appointment
alid,allergy,allergy
alcc,allergy,allergy
alcs,allergy,allergy
alsc,allergy,allergy
alsn,allergy,allergy
alc,allergy,allergy
als,allergy,allergy
alrcn,allergy,allergy
alrdt,allergy,allergy
aln,allergy,allergy
alcn,allergy,allergy
papcid,appointment,allergy
fapid,appointment,allergy
aprc,appointment,allergy
aprt,appointment,allergy
aprcs,appointment,allergy
aptc,appointment,allergy
aptn,appointment,allergy
aptcs,appointment,allergy
apd,appointment,allergy
apdu,appointment,allergy
apldt,appointment,allergy
apltm,appointment,allergy
pcid,appointment,allergy
pcfn,appointment,allergy
apcmn,appointment,allergy
apclm,appointment,allergy
afid,appointment,allergy
affn,appointment,allergy
afmn,appointment,allergy
afln,appointment,allergy
aeid,appointment,allergy
aefn,appointment,allergy
aemn,appointment,allergy
aeln,appointment,allergy
ppcapid,appointment,allergy
pfapid,appointment,allergy
apsc,appointment,allergy
abkdt,appointment,allergy
alrtp,appointment,allergy
apfdt,appointment,allergy
apftm,appointment,allergy
empi,demographic,allergy
tel2,demographic,allergy
tel3,demographic,allergy
tel4,demographic,allergy
ssa1,demographic,allergy
ssa2,demographic,allergy
sci,demographic,allergy
sct,demographic,allergy
sctn,demographic,allergy
sst,demographic,allergy
sstn,demographic,allergy
scy,demographic,allergy
sz,demographic,allergy
race,demographic,allergy
fn,demographic,allergy
mn,demographic,allergy
ln,demographic,allergy
orec,demographic,allergy
byind,demographic,allergy
pl,demographic,allergy
bfmdst,demographic,allergy
bfsdcd,demographic,allergy
hpstdt,demographic,allergy
hpenddt,demographic,allergy
rel,demographic,allergy
mbi,demographic,allergy
dob,demographic,allergy
gn,demographic,allergy
dod,demographic,allergy
id,demographic,allergy
idt,demographic,allergy
ssn4,demographic,allergy
ssn,demographic,allergy
eml1,demographic,allergy
cell1,demographic,allergy
tel1,demographic,allergy
psa1,demographic,allergy
psa2,demographic,allergy
pci,demographic,allergy
pct,demographic,allergy
pctn,demographic,allergy
pst,demographic,allergy
pstn,demographic,allergy
pcy,demographic,allergy
pz,demographic,allergy
ethn,demographic,allergy
df,demographic,allergy
ms,demographic,allergy
sid,demographic,allergy
pstp,demographic,allergy
racen,demographic,allergy
ethnm,demographic,allergy
msn,demographic,allergy
pcpn,demographic,allergy
pcpslid,demographic,allergy
pcpsln,demographic,allergy
pcpfdt,demographic,allergy
pcpldt,demographic,allergy
pcpidt,demographic,allergy
pcpslidt,demographic,allergy
pcpid,demographic,allergy
pthcno,demographic,allergy
bedpa,demographic,allergy
bedpb,demographic,allergy
eid,encounter,allergy
efdt,encounter,allergy
er,encounter,allergy
es,encounter,allergy
drdn,encounter,allergy
stn,encounter,allergy
sln,encounter,allergy
vif,encounter,allergy
et,encounter,allergy
atc,encounter,allergy
raid,encounter,allergy
adsc,encounter,allergy
eldt,encounter,allergy
drdc,encounter,allergy
drtl,encounter,allergy
fc,encounter,allergy
stc,encounter,allergy
slc,encounter,allergy
adt,encounter,allergy
drdt,encounter,allergy
adsrn,encounter,allergy
ptt,encounter,allergy
inpid,insurance,allergy
incid,insurance,allergy
inpn,insurance,allergy
inptp,insurance,allergy
incn,insurance,allergy
ingno,insurance,allergy
inorgn,insurance,allergy
inpt,insurance,allergy
infn,insurance,allergy
inln,insurance,allergy
inmn,insurance,allergy
inpr,insurance,allergy
indob,insurance,allergy
inprsq,insurance,allergy
ptsid,insurance,allergy
ptsrn,insurance,allergy
inpcs,insurance,allergy
ingerid,insurance,allergy
ingen,insurance,allergy
inpfdt,insurance,allergy
inpldt,insurance,allergy
prs,insurance,allergy
prt,insurance,allergy
ptsgn,insurance,allergy
cms,notesandcomments,allergy
cmd,notesandcomments,allergy
cmt,notesandcomments,allergy
acoid,provider,allergy
acon,provider,allergy
adpid,provider,allergy
adpidt,provider,allergy
adpn,provider,allergy
adpnpi,provider,allergy
adps,provider,allergy
adpsc,provider,allergy
atpid,provider,allergy
atpidt,provider,allergy
atpn,provider,allergy
atpnpi,provider,allergy
atps,provider,allergy
atpsc,provider,allergy
cpid,provider,allergy
cpidt,provider,allergy
cpn,provider,allergy
cpnpi,provider,allergy
cps,provider,allergy
cpsc,provider,allergy
ftccn,provider,allergy
ftci,provider,allergy
ftid,provider,allergy
ftidt,provider,allergy
ftn,provider,allergy
ftnpi,provider,allergy
ftsa1,provider,allergy
ftsa2,provider,allergy
ftsp,provider,allergy
ftspcd,provider,allergy
ftst,provider,allergy
ftstn,provider,allergy
ftz,provider,allergy
opid,provider,allergy
opidt,provider,allergy
opn,provider,allergy
opnpi,provider,allergy
opsc,provider,allergy
opsn,provider,allergy
orgid,provider,allergy
orgn,provider,allergy
orgrid,provider,allergy
orgrn,provider,allergy
orgtin,provider,allergy
otpid,provider,allergy
otpidt,provider,allergy
otpn,provider,allergy
otpnpi,provider,allergy
otps,provider,allergy
otpsc,provider,allergy
rpid,provider,allergy
rpidt,provider,allergy
rpn,provider,allergy
rpnpi,provider,allergy
rps,provider,allergy
rpsc,provider,allergy
spidt,provider,allergy
spn,provider,allergy
spid,provider,allergy
sps,provider,allergy
spsc,provider,allergy
spnpi,provider,allergy
prvid,provider,allergy
st,source,allergy
sstp,source,allergy
rcdt,source,allergy
meunm,source,allergy
metmstp,source,allergy
medt,source,allergy
mefn,source,allergy
meln,source,allergy
meuid,source,allergy
menote,source,allergy
ingdt,source,allergy
pipid,source,allergy
sfn,source,allergy
vdnm,source,allergy
vdml,source,allergy
cltp,source,allergy
emrtp,source,allergy
papcid,appointment,Familyhistory
fapid,appointment,Familyhistory
aprc,appointment,Familyhistory
aprt,appointment,Familyhistory
aprcs,appointment,Familyhistory
aptc,appointment,Familyhistory
aptn,appointment,Familyhistory
aptcs,appointment,Familyhistory
apd,appointment,Familyhistory
apdu,appointment,Familyhistory
apldt,appointment,Familyhistory
apltm,appointment,Familyhistory
pcid,appointment,Familyhistory
pcfn,appointment,Familyhistory
apcmn,appointment,Familyhistory
apclm,appointment,Familyhistory
afid,appointment,Familyhistory
affn,appointment,Familyhistory
afmn,appointment,Familyhistory
afln,appointment,Familyhistory
aeid,appointment,Familyhistory
aefn,appointment,Familyhistory
aemn,appointment,Familyhistory
aeln,appointment,Familyhistory
ppcapid,appointment,Familyhistory
pfapid,appointment,Familyhistory
apsc,appointment,Familyhistory
abkdt,appointment,Familyhistory
alrtp,appointment,Familyhistory
apfdt,appointment,Familyhistory
apftm,appointment,Familyhistory
empi,demographic,Familyhistory
tel2,demographic,Familyhistory
tel3,demographic,Familyhistory
tel4,demographic,Familyhistory
ssa1,demographic,Familyhistory
ssa2,demographic,Familyhistory
sci,demographic,Familyhistory
sct,demographic,Familyhistory
sctn,demographic,Familyhistory
sst,demographic,Familyhistory
sstn,demographic,Familyhistory
scy,demographic,Familyhistory
sz,demographic,Familyhistory
race,demographic,Familyhistory
fn,demographic,Familyhistory
mn,demographic,Familyhistory
ln,demographic,Familyhistory
orec,demographic,Familyhistory
byind,demographic,Familyhistory
pl,demographic,Familyhistory
bfmdst,demographic,Familyhistory
bfsdcd,demographic,Familyhistory
hpstdt,demographic,Familyhistory
hpenddt,demographic,Familyhistory
rel,demographic,Familyhistory
mbi,demographic,Familyhistory
dob,demographic,Familyhistory
gn,demographic,Familyhistory
dod,demographic,Familyhistory
id,demographic,Familyhistory
idt,demographic,Familyhistory
ssn4,demographic,Familyhistory
ssn,demographic,Familyhistory
eml1,demographic,Familyhistory
cell1,demographic,Familyhistory
tel1,demographic,Familyhistory
psa1,demographic,Familyhistory
psa2,demographic,Familyhistory
pci,demographic,Familyhistory
pct,demographic,Familyhistory
pctn,demographic,Familyhistory
pst,demographic,Familyhistory
pstn,demographic,Familyhistory
pcy,demographic,Familyhistory
pz,demographic,Familyhistory
ethn,demographic,Familyhistory
df,demographic,Familyhistory
ms,demographic,Familyhistory
sid,demographic,Familyhistory
pstp,demographic,Familyhistory
racen,demographic,Familyhistory
ethnm,demographic,Familyhistory
msn,demographic,Familyhistory
pcpn,demographic,Familyhistory
pcpslid,demographic,Familyhistory
pcpsln,demographic,Familyhistory
pcpfdt,demographic,Familyhistory
pcpldt,demographic,Familyhistory
pcpidt,demographic,Familyhistory
pcpslidt,demographic,Familyhistory
pcpid,demographic,Familyhistory
pthcno,demographic,Familyhistory
bedpa,demographic,Familyhistory
bedpb,demographic,Familyhistory
eid,encounter,Familyhistory
efdt,encounter,Familyhistory
er,encounter,Familyhistory
es,encounter,Familyhistory
drdn,encounter,Familyhistory
stn,encounter,Familyhistory
sln,encounter,Familyhistory
vif,encounter,Familyhistory
et,encounter,Familyhistory
atc,encounter,Familyhistory
raid,encounter,Familyhistory
adsc,encounter,Familyhistory
eldt,encounter,Familyhistory
drdc,encounter,Familyhistory
drtl,encounter,Familyhistory
fc,encounter,Familyhistory
stc,encounter,Familyhistory
slc,encounter,Familyhistory
adt,encounter,Familyhistory
drdt,encounter,Familyhistory
adsrn,encounter,Familyhistory
ptt,encounter,Familyhistory
fao,familyhistory,Familyhistory
fdf,familyhistory,Familyhistory
fdc,familyhistory,Familyhistory
fdcs,familyhistory,Familyhistory
fddt,familyhistory,Familyhistory
fdid,familyhistory,Familyhistory
fdnm,familyhistory,Familyhistory
frc,familyhistory,Familyhistory
frn,familyhistory,Familyhistory
inpid,insurance,Familyhistory
incid,insurance,Familyhistory
inpn,insurance,Familyhistory
inptp,insurance,Familyhistory
incn,insurance,Familyhistory
ingno,insurance,Familyhistory
inorgn,insurance,Familyhistory
inpt,insurance,Familyhistory
infn,insurance,Familyhistory
inln,insurance,Familyhistory
inmn,insurance,Familyhistory
inpr,insurance,Familyhistory
indob,insurance,Familyhistory
inprsq,insurance,Familyhistory
ptsid,insurance,Familyhistory
ptsrn,insurance,Familyhistory
inpcs,insurance,Familyhistory
ingerid,insurance,Familyhistory
ingen,insurance,Familyhistory
inpfdt,insurance,Familyhistory
inpldt,insurance,Familyhistory
prs,insurance,Familyhistory
prt,insurance,Familyhistory
ptsgn,insurance,Familyhistory
cms,notesandcomments,Familyhistory
cmd,notesandcomments,Familyhistory
cmt,notesandcomments,Familyhistory
pbn,problem,Familyhistory
pbfdt,problem,Familyhistory
pbrdt,problem,Familyhistory
pbldt,problem,Familyhistory
pbc,problem,Familyhistory
pbcs,problem,Familyhistory
pbst,problem,Familyhistory
pbtp,problem,Familyhistory
pbtpc,problem,Familyhistory
acoid,provider,Familyhistory
acon,provider,Familyhistory
adpid,provider,Familyhistory
adpidt,provider,Familyhistory
adpn,provider,Familyhistory
adpnpi,provider,Familyhistory
adps,provider,Familyhistory
adpsc,provider,Familyhistory
atpid,provider,Familyhistory
atpidt,provider,Familyhistory
atpn,provider,Familyhistory
atpnpi,provider,Familyhistory
atps,provider,Familyhistory
atpsc,provider,Familyhistory
cpid,provider,Familyhistory
cpidt,provider,Familyhistory
cpn,provider,Familyhistory
cpnpi,provider,Familyhistory
cps,provider,Familyhistory
cpsc,provider,Familyhistory
ftccn,provider,Familyhistory
ftci,provider,Familyhistory
ftid,provider,Familyhistory
ftidt,provider,Familyhistory
ftn,provider,Familyhistory
ftnpi,provider,Familyhistory
ftsa1,provider,Familyhistory
ftsa2,provider,Familyhistory
ftsp,provider,Familyhistory
ftspcd,provider,Familyhistory
ftst,provider,Familyhistory
ftstn,provider,Familyhistory
ftz,provider,Familyhistory
opid,provider,Familyhistory
opidt,provider,Familyhistory
opn,provider,Familyhistory
opnpi,provider,Familyhistory
opsc,provider,Familyhistory
opsn,provider,Familyhistory
orgid,provider,Familyhistory
orgn,provider,Familyhistory
orgrid,provider,Familyhistory
orgrn,provider,Familyhistory
orgtin,provider,Familyhistory
otpid,provider,Familyhistory
otpidt,provider,Familyhistory
otpn,provider,Familyhistory
otpnpi,provider,Familyhistory
otps,provider,Familyhistory
otpsc,provider,Familyhistory
rpid,provider,Familyhistory
rpidt,provider,Familyhistory
rpn,provider,Familyhistory
rpnpi,provider,Familyhistory
rps,provider,Familyhistory
rpsc,provider,Familyhistory
spidt,provider,Familyhistory
spn,provider,Familyhistory
spid,provider,Familyhistory
sps,provider,Familyhistory
spsc,provider,Familyhistory
spnpi,provider,Familyhistory
prvid,provider,Familyhistory
st,source,Familyhistory
sstp,source,Familyhistory
rcdt,source,Familyhistory
meunm,source,Familyhistory
metmstp,source,Familyhistory
medt,source,Familyhistory
mefn,source,Familyhistory
meln,source,Familyhistory
meuid,source,Familyhistory
menote,source,Familyhistory
ingdt,source,Familyhistory
pipid,source,Familyhistory
sfn,source,Familyhistory
vdnm,source,Familyhistory
vdml,source,Familyhistory
cltp,source,Familyhistory
emrtp,source,Familyhistory
empi,demographic,Encounter
tel2,demographic,Encounter
tel3,demographic,Encounter
tel4,demographic,Encounter
ssa1,demographic,Encounter
ssa2,demographic,Encounter
sci,demographic,Encounter
sct,demographic,Encounter
sctn,demographic,Encounter
sst,demographic,Encounter
sstn,demographic,Encounter
scy,demographic,Encounter
sz,demographic,Encounter
race,demographic,Encounter
fn,demographic,Encounter
mn,demographic,Encounter
ln,demographic,Encounter
orec,demographic,Encounter
byind,demographic,Encounter
pl,demographic,Encounter
bfmdst,demographic,Encounter
bfsdcd,demographic,Encounter
hpstdt,demographic,Encounter
hpenddt,demographic,Encounter
rel,demographic,Encounter
mbi,demographic,Encounter
dob,demographic,Encounter
gn,demographic,Encounter
dod,demographic,Encounter
id,demographic,Encounter
idt,demographic,Encounter
ssn4,demographic,Encounter
ssn,demographic,Encounter
eml1,demographic,Encounter
cell1,demographic,Encounter
tel1,demographic,Encounter
psa1,demographic,Encounter
psa2,demographic,Encounter
pci,demographic,Encounter
pct,demographic,Encounter
pctn,demographic,Encounter
pst,demographic,Encounter
pstn,demographic,Encounter
pcy,demographic,Encounter
pz,demographic,Encounter
ethn,demographic,Encounter
df,demographic,Encounter
ms,demographic,Encounter
sid,demographic,Encounter
pstp,demographic,Encounter
racen,demographic,Encounter
ethnm,demographic,Encounter
msn,demographic,Encounter
pcpn,demographic,Encounter
pcpslid,demographic,Encounter
pcpsln,demographic,Encounter
pcpfdt,demographic,Encounter
pcpldt,demographic,Encounter
pcpidt,demographic,Encounter
pcpslidt,demographic,Encounter
pcpid,demographic,Encounter
pthcno,demographic,Encounter
bedpa,demographic,Encounter
bedpb,demographic,Encounter
eid,encounter,Encounter
efdt,encounter,Encounter
er,encounter,Encounter
es,encounter,Encounter
drdn,encounter,Encounter
stn,encounter,Encounter
sln,encounter,Encounter
vif,encounter,Encounter
et,encounter,Encounter
atc,encounter,Encounter
raid,encounter,Encounter
adsc,encounter,Encounter
eldt,encounter,Encounter
drdc,encounter,Encounter
drtl,encounter,Encounter
fc,encounter,Encounter
stc,encounter,Encounter
slc,encounter,Encounter
adt,encounter,Encounter
drdt,encounter,Encounter
adsrn,encounter,Encounter
ptt,encounter,Encounter
inpid,insurance,Encounter
incid,insurance,Encounter
inpn,insurance,Encounter
inptp,insurance,Encounter
incn,insurance,Encounter
ingno,insurance,Encounter
inorgn,insurance,Encounter
inpt,insurance,Encounter
infn,insurance,Encounter
inln,insurance,Encounter
inmn,insurance,Encounter
inpr,insurance,Encounter
indob,insurance,Encounter
inprsq,insurance,Encounter
ptsid,insurance,Encounter
ptsrn,insurance,Encounter
inpcs,insurance,Encounter
ingerid,insurance,Encounter
ingen,insurance,Encounter
inpfdt,insurance,Encounter
inpldt,insurance,Encounter
prs,insurance,Encounter
prt,insurance,Encounter
ptsgn,insurance,Encounter
st,source,Encounter
sstp,source,Encounter
rcdt,source,Encounter
meunm,source,Encounter
metmstp,source,Encounter
medt,source,Encounter
mefn,source,Encounter
meln,source,Encounter
meuid,source,Encounter
menote,source,Encounter
ingdt,source,Encounter
pipid,source,Encounter
sfn,source,Encounter
vdnm,source,Encounter
vdml,source,Encounter
cltp,source,Encounter
emrtp,source,Encounter
